geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,label
DNHD1,15.0,2.0,1.0,1.0,407.0,32.0,0.0,0.0,1.0,0.0,16.0,3.0,440.0,324.0,14262.0,0.20754717,0.018867925,0.0,0.745283019,0.0,1.0,0.009433962,0.018867925,0.98211496,1.156654653,0.290773585,0.0,3.434782609,3.652173913,0.996015936,1.0,0.055349532,0.215535898,18.69757644,491.0,0.02296624,3.43e-06,5.0,-1.3666888,1.01938555,2.1259388,0.25830595,-6.1518636,1.6683986,0.054151754,17.69473854,4.8,3.2,10.8,3.8,7.0,9.6,30.0,12.0,36.6,25.6,25.0,3.2,3.0,6.4,5.4,10.8,12.2,10.4,14.8,28.0,43.2,64.2,2.4,6.4,2.2,4.4,17.8,23.0,18.4,5.8,1.2,13.6,14.2635,65.1282845,5.182904411862315,10.14267689710319,0.0
TMCO2,0.0,1.0,0.0,0.0,34.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,39.0,38.0,549.0,0.133333333,0.0,0.066666667,0.466666667,0.0,1.0,0.333333333,0.0,0.735343242,0.731112609,0.612266667,0.0,2.333333333,4.333333333,0.609384522,1.0,0.469483568,0.824470413,19.25972327,373.0,0.0184817,0.0,0.0,0.059733354,1.3194509,4.554524,1.1698043,-5.660909,0.9497679,0.054151754,17.69473854,0.8,0.0,0.4,0.2,0.6,0.6,0.8,0.6,2.2,0.2,0.8,0.0,0.4,0.0,0.0,0.4,0.8,0.2,0.4,0.0,0.8,0.0,0.4,0.0,0.2,0.0,0.4,0.2,2.4,0.2,0.0,0.0,16.60603002,34.86341111,0.22290594496096,2.2926569255831195,0.0
PDE8A,12.0,0.0,2.0,0.0,89.0,12.0,0.0,0.0,6.0,0.0,14.0,0.0,107.0,107.0,2490.0,0.212121212,0.0,0.0,0.757575758,0.0,1.0,0.03030303,0.0,1.0,0.789061087,0.425393939,0.0,3.125,3.25,1.0,1.0,0.090334237,0.307519309,18.58757903,366.0,0.02722519,0.0,1.0,0.05549587,1.7642919,4.677832,1.0470973,-6.621212,2.059393,0.012688281,0.443129207,1.333333333,1.666666667,2.0,0.666666667,4.333333333,2.0,3.333333333,1.333333333,10.66666667,3.333333333,6.0,0.666666667,1.333333333,1.0,0.0,1.333333333,0.666666667,7.333333333,5.666666667,4.0,9.333333333,4.666666667,1.333333333,2.0,1.333333333,4.333333333,3.333333333,2.333333333,5.0,0.666666667,0.0,9.666666667,16.60603002,34.86341111,6.520872994400086,11.982661679974784,0.0
RHOU,0.0,0.0,0.0,0.0,39.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,42.0,777.0,0.176470588,0.0,0.058823529,0.764705882,0.0,1.0,0.0,0.0,1.0,0.890077729,0.332470588,0.0,3.25,3.5,0.520833333,1.0,0.583090379,0.897616957,19.39536782,450.0,0.008613997,0.0,0.0,9.11321,3.4506597,12.362969,3.763044,-3.1211764,0.42352374,0.012304981,0.416720759,0.0,1.0,0.0,0.333333333,0.333333333,0.333333333,2.0,0.333333333,4.666666667,1.333333333,1.666666667,0.0,0.666666667,0.0,0.333333333,1.333333333,0.0,1.0,0.333333333,1.0,3.0,2.0,0.0,0.0,0.333333333,0.0,0.333333333,0.666666667,2.333333333,0.0,0.666666667,3.333333333,2.615,0.0,7.117168072123649,14.643086204716491,0.0
PRB1,1.0,0.0,0.0,0.0,70.0,4.0,0.0,0.0,5.0,0.0,2.0,0.0,78.0,77.0,996.0,0.166666667,0.0,0.0,0.75,0.0,1.0,0.0,0.083333333,0.860528527,2.047965998,0.242,0.0,3.0,3.333333333,1.0,1.0,0.189501611,0.504710585,17.42515196,673.0,-0.01834469,3.47e-07,3.0,3.6608975,1.43601205,7.961158,1.4980684,-3.0362295,0.61393967,0.054151754,17.69473854,2.4,5.4,2.8,0.4,4.8,12.0,0.0,1.2,7.8,8.4,45.2,0.0,2.8,0.0,2.8,4.8,0.8,11.2,23.2,1.2,10.4,0.8,1.2,12.0,1.6,0.8,3.4,4.4,62.8,0.0,0.6,9.0,0.92,0.0,3.263968457488031,15.05144772034692,0.0
LRRC14,4.0,0.0,0.0,0.0,76.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,80.0,73.0,1482.0,0.263157895,0.052631579,0.0,0.631578947,0.0,1.0,0.052631579,0.0,0.925660343,0.769647886,0.379947368,0.0,2.0,2.333333333,0.465332713,1.0,0.121832359,0.378302789,20.74371188,291.0,0.007104334,0.0,8.0,1.351718723,2.259599723,5.608432309,2.003830228,-6.0735363,1.59042228,0.157739287,68.46374167,0.0,0.0,1.25,0.0,0.5,0.5,1.5,0.75,3.5,2.5,3.75,0.0,0.0,0.5,0.25,1.0,1.75,1.75,0.5,5.75,5.25,13.25,0.5,2.5,0.0,0.75,2.0,2.5,3.25,0.5,0.0,2.75,6.533,0.0,6.705977648890928,11.917566632573555,0.0
HAPLN1,4.0,2.0,0.0,0.0,122.0,9.0,0.0,0.0,2.0,0.0,4.0,2.0,133.0,122.0,1065.0,0.209677419,0.048387097,0.0,0.741935484,0.0,1.0,0.0,0.0,0.960031204,0.627987973,0.453241935,0.0,3.285714286,3.5,0.791139241,1.0,0.646412411,0.928453505,17.75279092,552.0,-0.008685387,2.43e-05,2.0,-0.97309435,1.4178967,3.911745,0.8862154,-7.2475865,1.4081971,0.138360492,52.67469557,2.4,1.8,0.2,0.6,2.6,2.4,2.2,1.2,10.2,3.6,2.0,1.2,0.4,0.4,1.8,2.2,1.8,7.8,6.2,4.8,8.6,10.2,0.8,0.4,0.8,0.0,2.2,3.6,8.4,2.0,1.0,4.6,16.60603002,34.86341111,5.182916575139532,13.814527934767376,0.0
SLC39A13,2.0,1.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,47.0,1116.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.252861148,0.153125,0.0,0.8,0.8,1.0,1.0,0.891265597,0.993861682,19.96358193,245.0,0.04729541,4.49e-08,2.0,0.47893208,0.6452408,3.2781966,0.4641329,-3.5866667,0.64010927,0.006096135,0.102270709,0.0,0.6,0.0,0.6,1.6,0.4,2.8,0.0,3.2,3.8,5.0,0.4,0.6,0.4,0.0,2.4,2.4,3.6,4.8,8.6,4.8,12.8,0.0,0.0,0.0,0.4,3.0,5.4,3.6,0.0,0.0,4.4,22.6,0.0,7.028597458736624,13.38360802922188,0.0
SLC39A7,9.0,2.0,0.0,0.0,54.0,3.0,0.0,0.0,0.0,0.0,9.0,2.0,57.0,65.0,1410.0,0.15625,0.0,0.0,0.65625,0.0,1.0,0.1875,0.0,0.903063906,0.557462333,0.57171875,0.0,3.5,4.5,1.0,1.0,0.00951,0.053782962,20.49191963,377.0,0.02425104,8.52e-07,6.0,3.4520146,1.6896497,6.345051,1.9453479,-3.70825,0.35214988,0.054151754,17.69473854,0.8,1.0,1.0,0.4,1.8,2.0,0.4,0.6,6.6,1.2,1.4,0.0,0.0,1.2,0.4,0.6,1.6,3.4,0.8,2.6,1.6,2.4,0.0,0.8,0.0,1.6,1.4,4.4,3.2,0.2,0.6,3.4,16.60603002,34.86341111,8.352775903963844,15.422507562755404,0.0
LPCAT1,0.0,0.0,1.0,0.0,101.0,9.0,0.0,0.0,3.0,0.0,2.0,0.0,112.0,104.0,1605.0,0.320754717,0.056603774,0.018867925,0.547169811,0.0,1.0,0.018867925,0.037735849,0.948581423,0.973021109,0.387433962,0.0,1.611111111,2.0,0.4361099,1.0,0.848176421,0.987842766,19.08808401,390.0,0.03703072,1.89e-05,17.0,7.991086,8.3101474,16.406336,11.635934,-4.2577777,0.9860716,0.054151754,17.69473854,1.0,0.666666667,0.666666667,1.0,2.666666667,5.0,9.0,2.0,5.666666667,0.333333333,3.333333333,0.666666667,0.333333333,2.0,0.666666667,0.0,1.666666667,2.666666667,5.666666667,14.0,20.33333333,17.66666667,0.0,0.333333333,1.333333333,2.333333333,0.666666667,4.333333333,10.0,3.0,0.0,4.666666667,19.154,0.0,8.029633647465822,17.268977403922616,0.0
NXPE2,3.0,2.0,0.0,0.0,74.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,79.0,75.0,1680.0,0.185185185,0.0,0.0,0.814814815,0.0,1.0,0.0,0.0,1.0,1.220856726,0.241407407,0.0,3.666666667,3.666666667,1.0,1.0,0.459347726,0.816696271,19.31298702,442.7397812,0.020143467,0.0,0.0,-2.6662875,2.2485139,2.96875,0.4730429,-10.285493,3.6659088,0.054151754,17.69473854,1.6,0.8,0.8,1.2,2.8,1.2,1.6,1.2,7.6,1.2,4.0,1.2,0.8,1.2,0.8,1.2,0.0,2.8,3.2,0.0,1.6,0.4,0.4,1.0,2.0,0.8,0.8,1.2,3.2,0.2,0.0,4.8,1.765,0.0,5.534066538714128,11.633458723377652,0.0
OR51B2,1.0,1.0,0.0,0.0,106.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,108.0,100.0,939.0,0.222222222,0.031746032,0.0,0.73015873,0.095238095,0.962572296,0.015873016,0.0,0.946186005,1.066768278,0.322968254,0.0,3.066666667,3.266666667,0.553403431,0.379836759,0.15114873,0.221466455,16.61130438,1056.0,0.000904817,0.0,0.0,-1.2522535,1.2103251,3.6137838,0.64766626,-6.547647,1.29169,0.054151754,17.69473854,1.75,0.0,1.75,1.0,1.25,0.5,0.5,1.0,8.5,0.75,3.75,0.5,0.75,1.5,0.0,0.75,0.75,1.25,1.25,1.0,0.25,1.25,0.75,0.5,0.0,0.75,1.0,1.5,4.25,0.5,0.0,7.75,16.60603002,34.86341111,0.0751305661142139,0.393970248046579,0.0
HSD17B10,1.0,0.0,0.0,0.0,33.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,37.0,34.0,786.0,0.5,0.071428571,0.071428571,0.357142857,0.0,1.0,0.0,0.0,0.962478638,0.943084973,0.275071429,0.0,0.625,0.875,0.209731544,1.0,0.993048659,0.999975783,19.81248224,442.7397812,0.07032819,0.000338975,98.0,1.673421,0.8355455,2.7064517,0.8977068,-2.9014286,0.33185135,0.054151754,17.69473854,0.0,0.0,0.0,0.0,0.6,0.0,1.2,0.2,2.0,0.8,0.4,0.0,0.0,0.0,0.8,1.0,0.4,1.8,2.6,0.8,1.8,1.4,0.0,0.4,0.4,0.0,0.8,1.6,1.4,0.4,0.0,0.6,16.60603002,34.86341111,7.494356567036411,14.0438279488027,0.0
BRD9,2.0,0.0,2.0,0.0,84.0,10.0,0.0,0.0,2.0,0.0,4.0,0.0,96.0,85.0,1794.0,0.470588235,0.029411765,0.0,0.441176471,0.0,1.0,0.029411765,0.029411765,0.942187755,0.765708167,0.276147059,0.0,0.882352941,1.058823529,0.940733772,1.0,0.924214418,0.997052847,19.73948826,491.0,0.03036319,2.6e-07,5.0,1.351718723,2.259599723,5.608432309,2.003830228,-6.0735363,1.59042228,0.054151754,17.69473854,1.4,0.0,0.4,0.0,0.8,2.4,6.8,1.6,7.4,2.4,2.8,0.2,0.8,2.8,0.0,0.0,2.6,2.8,1.6,9.4,8.0,6.8,0.0,1.8,1.6,0.4,1.2,1.8,6.8,0.8,0.0,4.2,16.60603002,34.86341111,6.787768875956619,12.18374489016467,0.0
ZNHIT1,0.0,0.0,0.0,0.0,36.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,45.0,42.0,465.0,0.166666667,0.0,0.0,0.833333333,0.0,1.0,0.0,0.0,0.953509509,0.551099261,0.509416667,0.0,3.333333333,3.333333333,1.0,1.0,0.067159167,0.248535248,19.96384718,258.0,0.03929907,3.93e-06,9.0,5.67382,2.0841597,8.040411,1.810386,-5.12375,2.0210475,0.008595321,0.203310649,0.2,0.0,1.2,0.0,0.0,1.4,1.4,0.0,2.2,0.6,2.2,0.0,0.0,0.4,0.0,0.0,1.2,1.4,2.8,5.4,3.4,3.8,0.4,0.8,0.6,0.0,0.0,2.0,2.4,0.4,0.0,1.4,16.60603002,34.86341111,7.473291951408722,14.524287523781368,0.0
CALML4,1.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,23.0,591.0,0.090909091,0.0,0.0,0.818181818,0.0,1.0,0.0,0.090909091,1.0,1.024772064,0.487181818,0.0,4.5,5.0,1.0,1.0,0.070343275,0.25706022,18.51962051,365.0,0.02775283,0.0,0.0,-0.70843133,0.45996923,2.0452,0.4588571,-3.356154,0.33070224,0.14901101,61.09974506,1.2,0.4,1.0,0.2,0.0,0.4,0.4,0.2,1.6,0.6,0.2,0.0,0.0,0.4,0.0,0.2,3.0,4.0,1.6,1.4,1.2,0.4,0.0,0.8,0.0,0.0,0.8,1.8,1.4,0.0,0.6,0.2,0.366,0.0,6.264542009502566,12.472029674374442,0.0
KIAA1467,1.0,1.0,0.0,0.0,119.0,10.0,0.0,0.0,4.0,0.0,1.0,1.0,133.0,115.0,1869.0,0.218181818,0.072727273,0.036363636,0.654545455,0.0,1.0,0.018181818,0.0,0.938197978,0.7067378,0.473036364,0.0,2.769230769,3.307692308,0.155086849,1.0,0.090933891,0.308959035,19.41100652,196.0,0.007422868,7.59e-06,10.0,1.8617803,2.2037482,5.4568253,1.5777903,-7.197733,2.6618661,0.054151754,17.69473854,1.25,3.5,7.0,1.25,3.75,1.0,8.75,1.75,24.5,9.25,16.5,0.0,2.25,2.75,2.75,3.5,1.0,14.5,11.0,12.75,19.25,13.0,1.25,1.5,4.0,2.75,3.75,12.0,17.75,0.75,0.0,19.75,22.08111111,162.1347867,6.345410515395376,15.0769220023642,0.0
TP53TG5,1.0,0.0,1.0,0.0,59.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,63.0,64.0,873.0,0.086956522,0.043478261,0.0,0.869565217,0.0,1.0,0.0,0.0,0.98077698,1.334223661,0.254304348,0.0,6.666666667,7.0,0.853970965,1.0,0.262329486,0.613366733,19.98537362,382.0,0.03508761,0.0,1.0,10.778254,6.853222,17.374691,9.4474405,-1.0953333,0.04931921,0.054151754,17.69473854,0.4,0.0,1.8,0.4,0.0,1.6,1.6,1.2,3.4,0.8,2.8,0.2,0.6,0.0,0.4,0.0,0.4,0.2,1.2,2.4,4.6,3.2,0.0,0.6,0.8,0.8,2.2,0.6,3.8,0.0,0.4,2.8,16.60603002,34.86341111,0.5998496193520166,3.10478799776354,0.0
ACTG1,1.0,1.0,2.0,0.0,76.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,80.0,80.0,1128.0,0.191489362,0.0,0.0,0.723404255,0.0,1.0,0.042553191,0.021276596,0.959881529,0.409637565,0.666361702,0.021276596,3.4,3.8,0.901713255,1.0,0.00683,0.040887321,19.31298702,442.7397812,0.020143467,0.000463688,102.0,2.9223226,3.112156,10.0885056,2.8037451,-6.2461764,2.0344783,0.013956843,0.536583165,0.0,0.0,1.0,0.333333333,1.333333333,2.0,0.666666667,0.0,3.333333333,4.666666667,6.333333333,0.0,0.0,2.666666667,1.0,0.666666667,0.0,4.0,4.333333333,2.333333333,9.666666667,2.333333333,0.666666667,2.666666667,1.333333333,1.333333333,1.333333333,6.0,6.666666667,1.0,0.666666667,7.333333333,26.4,3.38,11.225156799670184,20.92283593960465,0.0
PGK2,2.0,1.0,0.0,0.0,162.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,174.0,153.0,1254.0,0.301369863,0.054794521,0.0,0.630136986,0.0,1.0,0.01369863,0.0,0.956602128,0.712403492,0.398931507,0.0,2.0,2.217391304,0.497017893,1.0,0.619578686,0.91618065,16.05265125,1246.0,0.002332112,5.65e-07,11.0,4.192073,2.8596764,8.3239764,3.0397085,-5.9972815,0.9676121,0.171337751,80.77443129,1.25,3.25,2.5,0.25,0.75,2.0,2.0,1.5,8.75,3.0,6.75,1.0,0.0,0.5,0.25,2.25,1.25,5.75,4.25,1.75,3.25,4.5,0.25,0.5,0.0,0.75,1.25,1.75,11.5,1.25,1.0,8.5,8.354,0.0,0.3605812999745077,4.398664714781472,0.0
RRM1,2.0,0.0,0.0,0.0,93.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,100.0,92.0,2379.0,0.2,0.0,0.0,0.8,0.0,1.0,0.0,0.0,1.0,0.436351358,0.554966667,0.0,3.428571429,3.428571429,1.0,1.0,0.122639195,0.379998602,18.58314228,601.0,0.03142812,1.63e-05,22.0,0.4227094,0.9576579,3.5826985,0.6555022,-4.7481816,1.0307762,0.014710244,0.595473772,3.0,0.8,2.4,2.8,1.8,1.2,1.2,2.4,9.6,0.2,5.0,0.8,0.8,1.2,0.8,1.8,1.2,4.6,4.4,1.6,2.6,4.4,0.8,1.2,0.0,0.8,0.0,4.2,0.4,1.2,2.0,8.0,16.60603002,34.86341111,7.391117213673722,13.762118884525975,0.0
CEACAM5,3.0,0.0,0.0,1.0,124.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,126.0,120.0,2109.0,0.285714286,0.017857143,0.0,0.696428571,0.0,1.0,0.0,0.0,0.993850163,1.483001266,0.167678571,0.0,2.294117647,2.352941176,0.956022945,1.0,0.164527805,0.461447136,20.35551133,499.0,0.01640609,0.000106975,6.0,0.7470751,1.2235189,5.0343283,1.1265016,-4.0805884,0.899471,0.175119577,84.38175714,0.8,0.8,0.4,0.8,2.0,3.2,6.6,1.0,11.6,5.2,5.0,1.6,0.8,2.0,1.2,1.2,1.4,5.8,5.6,7.8,4.0,5.2,0.0,2.0,1.4,1.6,1.2,4.0,11.4,0.4,0.8,6.0,8.802,0.0,9.284085050663473,20.91477103098409,0.0
OR2V2,4.0,0.0,0.0,0.0,82.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,85.0,83.0,948.0,0.304347826,0.0,0.0,0.652173913,0.0,1.0,0.043478261,0.0,0.98077698,1.305240959,0.210304348,0.0,1.875,2.0,1.0,1.0,0.817661488,0.982262352,19.90018608,478.0,0.02929833,0.0,0.0,1.351718723,2.259599723,5.608432309,2.003830228,-6.0735363,1.59042228,0.167799017,77.47505813,0.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,10.0,3.0,18.0,2.0,0.0,1.0,0.0,3.0,2.0,6.0,17.0,8.0,5.0,0.0,2.0,3.0,1.0,1.0,2.0,8.0,8.0,5.0,0.0,13.0,23.4,0.0,0.0561653657993686,0.4878340461173903,0.0
RECQL,5.0,1.0,0.0,0.0,80.0,11.0,0.0,0.0,6.0,0.0,5.0,1.0,97.0,97.0,1950.0,0.296296296,0.037037037,0.037037037,0.62962963,0.0,1.0,0.0,0.0,0.984421488,0.823238647,0.371333333,0.0,1.888888889,2.111111111,0.670241287,1.0,0.722543353,0.957353943,18.98492212,836.0,-0.02301981,3.89e-06,13.0,6.041949,4.3525964,10.639065,4.831131,-5.36875,1.37123335,0.008182905,0.184275218,1.8,0.6,3.8,1.2,1.6,1.2,4.4,0.8,6.8,3.2,2.0,1.8,0.4,0.8,0.0,0.8,2.2,2.4,0.8,1.6,1.6,2.8,0.4,0.4,0.4,2.0,2.4,0.8,4.4,0.8,1.4,6.6,16.60603002,34.86341111,6.730232701180302,12.668521592267048,0.0
VTI1B,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,36.0,34.0,699.0,0.4,0.0,0.1,0.5,0.0,1.0,0.0,0.0,1.0,0.422654643,0.48,0.0,1.0,1.2,0.330578512,1.0,0.360100828,0.727897446,18.87248612,260.0,0.03892337,0.000206794,60.0,0.34098595,0.502734,2.6919149,0.29166986,-4.2629167,0.61260513,0.079343423,17.322958,1.25,0.25,0.5,1.25,0.5,2.75,1.5,1.0,7.25,0.75,0.75,1.5,1.0,0.0,1.5,0.0,0.25,0.5,1.75,2.25,3.5,0.0,0.75,0.0,0.25,0.25,0.25,1.0,2.25,0.25,0.0,2.75,16.60603002,34.86341111,7.15901377305029,12.36753446093178,0.0
MALL,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,19.0,462.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.324998023,0.274,0.0,1.0,1.0,1.0,1.0,0.600600601,0.906801876,19.31298702,442.7397812,0.020143467,3.17e-05,9.0,-1.20289475,0.60748304,1.9960001,0.16961892,-7.354616,0.9106758,0.059335104,9.688700451,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,0.0,1.0,16.60603002,34.86341111,7.625988755810766,16.233051634641384,0.0
C19orf44,10.0,2.0,1.0,0.0,98.0,5.0,0.0,0.0,5.0,0.0,11.0,2.0,108.0,109.0,1974.0,0.25,0.041666667,0.0,0.583333333,0.0,1.0,0.083333333,0.041666667,0.956789109,1.396718443,0.29325,0.0,2.0,2.571428571,0.641025641,1.0,0.4995005,0.846227113,19.63731598,258.0,0.04427583,1.77e-06,3.0,0.9496104,1.4445152,5.01125,1.4706551,-4.097864,0.9618427,0.054151754,17.69473854,3.8,1.2,1.2,0.2,1.4,0.4,7.6,1.0,9.6,4.2,8.0,0.0,0.0,0.6,0.0,1.2,1.6,2.0,4.4,11.8,7.8,17.2,0.0,1.8,0.6,2.0,2.8,4.2,6.8,1.2,0.0,6.0,1.08025,0.0,5.282835344775762,9.416661192688892,0.0
ADRM1,1.0,1.0,0.0,1.0,53.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,57.0,57.0,1224.0,0.318181818,0.045454545,0.0,0.545454545,0.0,1.0,0.0,0.090909091,0.959228396,0.574806292,0.4305,0.0,1.5,1.875,0.582750583,1.0,0.444049734,0.804537616,19.91759367,252.0,0.00938744,0.000157227,64.0,6.711638,2.4713123,9.9111766,2.9663485,-2.0612903,0.082241185,0.008737922,0.210109256,0.333333333,0.0,1.333333333,0.0,0.666666667,2.666666667,3.0,0.666666667,3.333333333,2.333333333,7.0,0.0,0.0,2.0,0.0,0.0,0.666666667,4.666666667,5.0,7.0,5.0,5.0,0.0,1.333333333,0.666666667,0.666666667,2.333333333,2.0,4.333333333,0.0,0.0,4.0,14.41,0.0,7.875098324206469,14.64542373922479,0.0
CSDC2,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,21.0,462.0,0.428571429,0.0,0.0,0.571428571,0.0,1.0,0.0,0.0,1.0,0.80765939,0.234428571,0.0,1.0,1.0,1.0,1.0,0.680272109,0.942355375,20.48476784,183.0,0.06617795,4.57e-07,2.0,-0.414359,0.51241065,2.2944,0.15144609,-5.2514285,0.8251493,0.058465759,9.407434672,0.0,0.0,0.0,0.6,0.8,0.0,1.4,1.2,1.8,0.4,4.2,0.0,0.4,0.0,0.0,0.6,0.6,1.0,2.8,2.8,2.6,2.4,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.0,0.0,1.8,27.3,0.0,5.424296681015147,13.173114804334084,0.0
RRM2,4.0,0.0,2.0,0.0,44.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,49.0,51.0,1350.0,0.285714286,0.0,0.0,0.666666667,0.0,1.0,0.047619048,0.0,0.978317119,0.846079319,0.363619048,0.0,2.0,2.142857143,1.0,1.0,0.590667454,0.901655111,19.618964,220.0,0.04683254,3.12e-05,27.0,1.2987387,2.0252233,5.9119444,1.4784997,-7.217949,1.9523697,0.073472852,14.85450443,0.8,0.6,0.2,0.2,0.0,0.4,1.0,0.0,3.6,0.4,1.6,0.8,0.0,0.8,0.0,1.2,0.0,1.6,0.6,1.2,4.0,0.0,0.0,0.0,0.4,0.0,0.4,2.4,3.0,1.0,0.0,3.4,16.60603002,34.86341111,7.122095002831557,14.409145067295327,0.0
LPAR4,2.0,0.0,0.0,0.0,127.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,139.0,125.0,1113.0,0.166666667,0.106060606,0.0,0.727272727,0.136363636,0.946789174,0.0,0.0,0.904955391,0.668721223,0.502818182,0.0,4.0,4.583333333,0.046598322,0.15701052,0.209923065,0.145435142,13.9711151,442.7397812,0.02153609,6.11e-07,2.0,0.14233451,0.3977975,1.32360365,0.12695127,-3.892154,1.1255618,0.054151754,17.69473854,2.333333333,0.666666667,3.666666667,3.0,1.0,3.0,1.333333333,4.0,13.0,3.0,4.666666667,0.666666667,0.666666667,1.0,1.333333333,0.333333333,1.333333333,2.666666667,1.666666667,1.0,7.0,2.333333333,1.333333333,1.333333333,0.666666667,0.333333333,3.333333333,1.0,6.333333333,1.333333333,1.0,8.333333333,16.60603002,34.86341111,2.249906706687528,6.499660495655952,0.0
SH3BGRL2,5.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,14.0,20.0,324.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.871049064,0.754059258,0.359333333,0.0,6.0,6.0,1.0,1.0,0.409668169,0.775259234,17.65014439,824.0,0.001722661,1.81e-06,5.0,-2.232439,2.256863,2.79,0.55540465,-13.05,4.416923,0.006906335,0.131326402,1.0,0.0,0.666666667,0.0,0.0,0.333333333,3.333333333,0.333333333,1.666666667,0.0,0.333333333,1.333333333,0.0,2.0,0.666666667,0.0,0.666666667,0.0,0.666666667,0.333333333,0.666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.333333333,2.0,0.666666667,0.0,1.666666667,16.60603002,34.86341111,7.1076957022949845,14.559486819954287,0.0
ABHD16A,6.0,1.0,0.0,0.0,74.0,5.0,0.0,0.0,9.0,0.0,6.0,1.0,88.0,84.0,1677.0,0.130434783,0.043478261,0.043478261,0.652173913,0.0,1.0,0.130434783,0.0,0.888413825,0.542420281,0.597652174,0.0,3.75,5.0,0.569476082,1.0,0.083836351,0.291657325,21.26340905,193.0,0.02011722,8.52e-05,18.0,2.4395376,2.2473877,7.27009,2.2961115,-6.2087096,1.011578,0.054151754,17.69473854,0.0,0.2,1.8,0.2,0.6,2.4,3.2,0.0,4.8,3.0,6.2,0.0,2.2,0.6,0.0,1.4,2.8,5.4,6.2,5.8,2.8,4.0,0.0,0.4,0.0,1.0,1.0,5.2,6.4,1.0,0.6,3.2,16.60603002,34.86341111,5.534066538714128,11.633458723377652,0.0
AMOTL1,8.0,1.0,2.0,0.0,152.0,13.0,0.0,0.0,2.0,0.0,10.0,1.0,167.0,155.0,2871.0,0.157894737,0.122807018,0.0,0.631578947,0.0,1.0,0.087719298,0.0,0.852561577,0.790546318,0.499859649,0.0,3.6,4.8,0.025283172,1.0,0.728862974,0.959380123,18.34373138,472.0,-0.00697665,0.000102799,24.0,-0.18797687,2.3721777,4.893793,1.7989587,-7.401958,2.3110477,0.054151754,17.69473854,1.25,2.25,2.25,1.5,2.5,1.0,5.0,1.0,11.25,7.25,5.0,0.5,0.5,1.25,1.5,1.5,2.0,3.25,4.0,12.25,11.25,11.75,0.25,3.5,0.25,2.0,3.75,4.25,4.25,1.5,0.5,8.5,24.95,1.445,7.386655333975262,14.756283099575592,0.0
