Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum
B3GAT3,0.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,23.0,3.0,1.0,2.0,1.0,0.0,83.0,0.0,76
B3GNT1,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,3.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,95.0,0.0,85
B3GNT2,0.0,38.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,59.0,3.0,0.0,0.0,26.0,0.0,0.0,10.0,2.0,0.0,120.0,0.0,111
B3GNT3,0.0,4.0,0.0,7.0,2.0,1.0,1.0,0.0,1.0,75.0,5.0,0.0,0.0,47.0,0.0,0.0,3.0,1.0,0.0,139.0,0.0,125
B3GNT4,0.0,5.0,0.0,3.0,6.0,1.0,1.0,0.0,1.0,68.0,3.0,0.0,0.0,28.0,1.0,0.0,7.0,1.0,0.0,109.0,0.0,103
B3GNT5,0.0,77.0,0.0,10.0,14.0,4.0,0.0,0.0,0.0,54.0,8.0,0.0,0.0,14.0,0.0,1.0,30.0,6.0,0.0,146.0,0.0,145
B3GNT6,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,73.0,0.0,66
B3GNT7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,66.0,2.0,0.0,0.0,42.0,0.0,0.0,0.0,3.0,0.0,110.0,0.0,98
B3GNT8,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,56.0,3.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0,0.0,87.0,0.0,78
B3GNT9,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,70.0,0.0,60
B3GNTL1,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,45.0,3.0,0.0,0.0,28.0,3.0,0.0,2.0,1.0,0.0,93.0,0.0,83
B4GALNT1,0.0,14.0,0.0,0.0,7.0,2.0,0.0,0.0,18.0,94.0,3.0,0.0,0.0,47.0,2.0,0.0,8.0,3.0,0.0,176.0,0.0,152
B4GALNT2,0.0,9.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,125.0,9.0,2.0,0.0,60.0,4.0,0.0,4.0,0.0,0.0,214.0,0.0,174
B4GALNT3,0.0,4.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,145.0,15.0,0.0,0.0,78.0,3.0,0.0,7.0,0.0,0.0,248.0,0.0,211
B4GALNT4,0.0,3.0,0.0,0.0,22.0,3.0,1.0,0.0,1.0,121.0,8.0,0.0,0.0,75.0,4.0,0.0,23.0,3.0,0.0,212.0,0.0,182
B4GALT1,0.0,53.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,42.0,1.0,0.0,0.0,16.0,0.0,0.0,10.0,2.0,0.0,108.0,0.0,100
B4GALT2,18.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,52.0,1.0,0.0,0.0,37.0,0.0,0.0,6.0,2.0,0.0,108.0,0.0,101
B4GALT3,0.0,17.0,0.0,0.0,3.0,2.0,0.0,0.0,16.0,63.0,0.0,2.0,0.0,15.0,2.0,0.0,5.0,2.0,0.0,113.0,0.0,102
B4GALT4,0.0,15.0,0.0,10.0,1.0,0.0,0.0,0.0,20.0,60.0,8.0,0.0,0.0,26.0,2.0,0.0,4.0,0.0,0.0,138.0,0.0,118
B4GALT5,0.0,41.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,59.0,4.0,1.0,0.0,18.0,2.0,0.0,10.0,0.0,0.0,120.0,0.0,110
B4GALT6,0.0,42.0,0.0,4.0,3.0,1.0,4.0,0.0,0.0,58.0,8.0,0.0,0.0,13.0,1.0,0.0,8.0,1.0,0.0,125.0,0.0,107
B4GALT7,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,0.0,62.0,0.0,59
B9D1,0.0,13.0,0.0,3.0,3.0,0.0,0.0,0.0,23.0,20.0,1.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,0.0,65.0,0.0,62
B9D2,0.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,11.0,1.0,0.0,1.0,2.0,0.0,66.0,0.0,62
BAALC,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,53.0,0.0,50
BAAT,0.0,66.0,0.0,7.0,5.0,2.0,2.0,1.0,1.0,97.0,6.0,0.0,0.0,37.0,3.0,1.0,10.0,3.0,0.0,215.0,0.0,172
BABAM1,0.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,0.0,63.0,0.0,62
BACE1,0.0,49.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,58.0,5.0,0.0,0.0,28.0,5.0,0.0,17.0,4.0,0.0,130.0,0.0,120
BACE2,0.0,13.0,1.0,0.0,18.0,0.0,0.0,0.0,11.0,79.0,1.0,0.0,0.0,32.0,2.0,0.0,18.0,0.0,0.0,139.0,0.0,131
BACH1,0.0,43.0,0.0,2.0,14.0,2.0,3.0,0.0,0.0,133.0,7.0,0.0,0.0,31.0,2.0,0.0,20.0,3.0,0.0,214.0,0.0,183
BACH1-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12
BACH2,0.0,90.0,0.0,1.0,5.0,5.0,3.0,0.0,2.0,209.0,9.0,0.0,0.0,87.0,0.0,0.0,10.0,7.0,0.0,394.0,0.0,295
BAD,0.0,23.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,18.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,55.0,0.0,50
BAG1,0.0,15.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,25.0,1.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,47.0,0.0,48
BAG2,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,20.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,55
BAG3,0.0,11.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,73.0,6.0,1.0,0.0,31.0,0.0,1.0,5.0,3.0,0.0,124.0,0.0,112
BAG4,0.0,5.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,68.0,4.0,0.0,0.0,21.0,1.0,0.0,6.0,5.0,0.0,100.0,0.0,98
BAG5,9.0,17.0,0.0,10.0,1.0,2.0,0.0,0.0,1.0,58.0,7.0,0.0,0.0,21.0,0.0,0.0,6.0,4.0,0.0,116.0,0.0,105
BAG6,0.0,7.0,0.0,0.0,7.0,5.0,0.0,0.0,9.0,109.0,9.0,0.0,0.0,60.0,0.0,1.0,8.0,5.0,0.0,194.0,0.0,176
BAGE2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,910.0,0.0,9.0,0.0,2.0,1.0,0.0,945.0,0.0,643
BAHD1,0.0,26.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,114.0,9.0,0.0,0.0,56.0,0.0,0.0,7.0,5.0,0.0,203.0,0.0,175
BAI1,0.0,7.0,0.0,0.0,9.0,6.0,1.0,0.0,0.0,229.0,14.0,0.0,0.0,122.0,7.0,0.0,10.0,6.0,0.0,379.0,0.0,328
BAI2,0.0,10.0,0.0,9.0,8.0,2.0,8.0,0.0,37.0,231.0,9.0,0.0,0.0,120.0,5.0,0.0,21.0,2.0,0.0,416.0,0.0,329
BAI3,0.0,31.0,1.0,9.0,14.0,5.0,0.0,0.0,7.0,649.0,62.0,0.0,0.0,191.0,20.0,0.0,18.0,6.0,0.0,965.0,0.0,650
BAIAP2,0.0,10.0,31.0,2.0,4.0,0.0,0.0,0.0,54.0,95.0,1.0,0.0,0.0,47.0,2.0,0.0,15.0,2.0,0.0,229.0,0.0,190
BAIAP2L1,0.0,22.0,0.0,1.0,11.0,0.0,1.0,0.0,12.0,88.0,7.0,0.0,0.0,42.0,1.0,0.0,15.0,1.0,0.0,169.0,0.0,158
BAIAP2L2,0.0,5.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,21.0,2.0,0.0,3.0,0.0,0.0,79.0,0.0,71
BAIAP3,0.0,14.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,187.0,6.0,1.0,0.0,82.0,9.0,0.0,5.0,1.0,0.0,300.0,0.0,230
BAK1,0.0,25.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,43.0,3.0,0.0,0.0,13.0,1.0,0.0,6.0,0.0,0.0,82.0,0.0,79
BAMBI,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,47.0,3.0,1.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,78.0,0.0,68
BANF1,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,34.0,0.0,33
BANF2,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,38
BANK1,0.0,5.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,167.0,14.0,0.0,0.0,46.0,6.0,0.0,9.0,1.0,0.0,237.0,0.0,217
BANP,0.0,14.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,85.0,3.0,0.0,0.0,47.0,3.0,0.0,4.0,0.0,0.0,159.0,0.0,130
BAP1,0.0,6.0,0.0,5.0,42.0,9.0,7.0,0.0,3.0,158.0,44.0,0.0,0.0,52.0,18.0,3.0,53.0,9.0,0.0,285.0,0.0,285
BARD1,0.0,6.0,0.0,1.0,21.0,3.0,1.0,0.0,0.0,111.0,12.0,0.0,0.0,31.0,2.0,0.0,22.0,3.0,0.0,163.0,0.0,166
BARHL1,0.0,2.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,46.0,0.0,0.0,0.0,30.0,0.0,1.0,2.0,1.0,0.0,87.0,0.0,77
BARHL2,0.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,92.0,4.0,0.0,0.0,55.0,0.0,0.0,3.0,1.0,0.0,159.0,0.0,137
BARX1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,28
BARX2,0.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,117.0,0.0,96
BASP1,0.0,35.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,34.0,0.0,0.0,5.0,1.0,0.0,121.0,0.0,115
BATF,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,63
BATF2,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,59
BATF3,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,32
BAX,0.0,18.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,39.0,3.0,0.0,0.0,19.0,1.0,0.0,5.0,1.0,0.0,81.0,0.0,76
BAZ1A,0.0,17.0,0.0,1.0,14.0,5.0,3.0,0.0,1.0,191.0,34.0,0.0,0.0,43.0,1.0,0.0,20.0,5.0,0.0,285.0,0.0,232
BAZ1B,0.0,28.0,0.0,1.0,5.0,2.0,3.0,1.0,2.0,187.0,18.0,0.0,0.0,72.0,9.0,0.0,19.0,6.0,0.0,303.0,0.0,234
BAZ2A,3.0,42.0,0.0,7.0,9.0,4.0,1.0,1.0,2.0,217.0,20.0,0.0,0.0,73.0,8.0,0.0,15.0,13.0,0.0,359.0,0.0,283
BAZ2B,0.0,49.0,0.0,0.0,16.0,2.0,3.0,0.0,1.0,366.0,36.0,0.0,0.0,60.0,4.0,0.0,42.0,6.0,0.0,489.0,0.0,385
BBC3,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,26.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,1.0,0.0,46.0,0.0,45
BBIP1,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,12
BBOX1,0.0,15.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,69.0,6.0,0.0,0.0,31.0,4.0,0.0,0.0,1.0,0.0,130.0,0.0,110
BBS1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,29.0,82.0,7.0,0.0,0.0,34.0,5.0,0.0,4.0,0.0,0.0,157.0,0.0,140
BBS10,0.0,10.0,0.0,3.0,8.0,2.0,3.0,0.0,0.0,100.0,8.0,0.0,0.0,31.0,1.0,0.0,11.0,2.0,0.0,153.0,0.0,137
BBS12,0.0,28.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,102.0,6.0,0.0,0.0,38.0,0.0,0.0,8.0,5.0,0.0,171.0,0.0,146
BBS2,0.0,8.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,108.0,9.0,0.0,0.0,40.0,4.0,0.0,6.0,0.0,0.0,172.0,0.0,146
BBS4,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,66.0,4.0,0.0,0.0,18.0,7.0,0.0,0.0,1.0,0.0,100.0,0.0,90
BBS5,0.0,48.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,41.0,7.0,0.0,0.0,13.0,3.0,0.0,3.0,0.0,0.0,117.0,0.0,104
BBS7,0.0,7.0,0.0,10.0,3.0,0.0,0.0,0.0,18.0,127.0,10.0,0.0,0.0,37.0,4.0,0.0,3.0,0.0,0.0,213.0,0.0,176
BBS9,0.0,13.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,179.0,22.0,0.0,0.0,74.0,10.0,0.0,4.0,2.0,0.0,299.0,0.0,243
BBX,0.0,19.0,0.0,1.0,9.0,3.0,1.0,0.0,2.0,161.0,24.0,0.0,0.0,56.0,2.0,0.0,12.0,3.0,0.0,263.0,0.0,217
BCAM,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,116.0,7.0,0.0,0.0,43.0,1.0,0.0,3.0,1.0,0.0,175.0,0.0,143
BCAN,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,27.0,218.0,12.0,0.0,0.0,95.0,1.0,0.0,5.0,0.0,0.0,355.0,0.0,290
BCAP29,0.0,36.0,2.0,1.0,12.0,1.0,0.0,0.0,0.0,56.0,4.0,0.0,0.0,12.0,0.0,0.0,14.0,2.0,0.0,108.0,0.0,106
BCAP31,0.0,6.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,55.0,0.0,0.0,0.0,26.0,2.0,0.0,4.0,1.0,0.0,92.0,0.0,86
BCAR1,0.0,2.0,6.0,0.0,8.0,2.0,1.0,0.0,10.0,129.0,4.0,0.0,0.0,63.0,1.0,0.0,10.0,3.0,0.0,213.0,0.0,189
BCAR3,0.0,13.0,0.0,0.0,2.0,1.0,2.0,0.0,25.0,120.0,14.0,0.0,0.0,54.0,3.0,0.0,8.0,2.0,0.0,224.0,0.0,189
BCAR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6
BCAS1,1.0,21.0,0.0,0.0,6.0,3.0,0.0,0.0,27.0,133.0,6.0,0.0,0.0,59.0,3.0,0.0,8.0,3.0,0.0,248.0,0.0,209
BCAS2,0.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,57.0,0.0,57
BCAS3,0.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,62.0,155.0,15.0,0.0,0.0,54.0,14.0,0.0,18.0,3.0,0.0,297.0,0.0,242
BCAS4,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,51
BCAT1,2.0,14.0,0.0,0.0,2.0,1.0,4.0,0.0,11.0,80.0,13.0,0.0,0.0,21.0,3.0,0.0,6.0,3.0,0.0,142.0,0.0,130
BCAT2,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,61.0,1.0,0.0,0.0,26.0,2.0,0.0,3.0,2.0,0.0,112.0,0.0,98
BCCIP,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,40.0,48.0,8.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,0.0,109.0,0.0,90
BCDIN3D,0.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,9.0,35.0,3.0,0.0,0.0,17.0,1.0,3.0,1.0,0.0,0.0,81.0,0.0,78
BCHE,0.0,22.0,0.0,6.0,23.0,10.0,1.0,0.0,0.0,217.0,25.0,0.0,0.0,54.0,2.0,1.0,27.0,11.0,0.0,323.0,0.0,294
BCKDHA,0.0,15.0,0.0,0.0,3.0,1.0,2.0,0.0,12.0,65.0,2.0,0.0,0.0,41.0,4.0,2.0,7.0,1.0,0.0,139.0,0.0,122
BCKDHB,0.0,22.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,49.0,5.0,0.0,0.0,21.0,6.0,0.0,9.0,2.0,0.0,100.0,0.0,101
BCKDK,0.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,79.0,2.0,0.0,0.0,36.0,3.0,0.0,6.0,0.0,0.0,130.0,0.0,117
BCL10,0.0,4.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,37.0,7.0,0.0,0.0,8.0,0.0,0.0,5.0,1.0,0.0,63.0,0.0,59
BCL11A,35.0,139.0,0.0,7.0,15.0,7.0,0.0,1.0,0.0,225.0,5.0,0.0,0.0,119.0,1.0,0.0,57.0,16.0,0.0,481.0,0.0,391
BCL11B,0.0,174.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,163.0,11.0,2.0,0.0,96.0,1.0,0.0,73.0,11.0,0.0,369.0,0.0,310
BCL2,0.0,33.0,0.0,32.0,1.0,0.0,1.0,0.0,5.0,29.0,1.0,0.0,0.0,22.0,0.0,0.0,3.0,1.0,0.0,120.0,0.0,95
BCL2A1,0.0,18.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,28.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,69.0,0.0,62
BCL2L1,0.0,24.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,97.0,0.0,84
BCL2L10,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,36
BCL2L11,0.0,40.0,0.0,1.0,1.0,4.0,0.0,0.0,8.0,51.0,6.0,0.0,0.0,12.0,2.0,0.0,4.0,5.0,0.0,116.0,0.0,99
BCL2L12,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,43.0,2.0,0.0,0.0,48.0,1.0,0.0,1.0,1.0,0.0,100.0,0.0,90
BCL2L13,0.0,5.0,0.0,4.0,3.0,0.0,1.0,0.0,17.0,65.0,6.0,1.0,0.0,26.0,1.0,0.0,6.0,1.0,0.0,122.0,0.0,105
BCL2L14,0.0,17.0,0.0,0.0,2.0,1.0,1.0,0.0,11.0,39.0,2.0,0.0,0.0,17.0,2.0,0.0,3.0,1.0,0.0,88.0,0.0,81
BCL2L15,0.0,10.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,24.0,2.0,0.0,0.0,15.0,2.0,0.0,2.0,2.0,0.0,58.0,0.0,57
BCL2L2,0.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,27.0,0.0,30
BCL2L2-PABPN1,0.0,3.0,0.0,1.0,5.0,1.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,7.0,1.0,0.0,6.0,1.0,0.0,36.0,0.0,40
BCL3,0.0,24.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,56.0,3.0,0.0,0.0,28.0,1.0,0.0,19.0,5.0,0.0,95.0,0.0,105
BCL6,0.0,22.0,0.0,4.0,9.0,4.0,2.0,0.0,0.0,143.0,7.0,0.0,0.0,51.0,2.0,0.0,13.0,6.0,0.0,225.0,0.0,188
BCL6B,0.0,15.0,0.0,1.0,8.0,3.0,0.0,0.0,1.0,96.0,5.0,0.0,0.0,48.0,2.0,0.0,8.0,3.0,0.0,168.0,0.0,148
BCL7A,0.0,52.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,19.0,1.0,0.0,24.0,5.0,0.0,88.0,0.0,93
BCL7B,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,44.0,0.0,43
BCL7C,0.0,8.0,0.0,0.0,6.0,1.0,0.0,0.0,13.0,34.0,2.0,3.0,0.0,12.0,2.0,0.0,7.0,2.0,0.0,72.0,0.0,73
BCL9,0.0,36.0,0.0,17.0,35.0,11.0,4.0,0.0,0.0,227.0,13.0,0.0,0.0,81.0,4.0,0.0,44.0,12.0,0.0,372.0,0.0,325
BCL9L,0.0,77.0,0.0,10.0,39.0,9.0,1.0,0.0,0.0,232.0,7.0,0.0,0.0,91.0,3.0,0.0,43.0,9.0,0.0,417.0,0.0,350
BCLAF1,0.0,37.0,0.0,6.0,9.0,1.0,9.0,0.0,3.0,467.0,48.0,0.0,0.0,100.0,3.0,1.0,27.0,1.0,0.0,656.0,0.0,480
BCMO1,0.0,20.0,0.0,5.0,4.0,0.0,2.0,0.0,14.0,84.0,6.0,1.0,0.0,63.0,2.0,1.0,7.0,0.0,0.0,195.0,0.0,167
BCO2,0.0,21.0,0.0,5.0,5.0,1.0,0.0,0.0,2.0,94.0,11.0,0.0,0.0,33.0,6.0,1.0,5.0,1.0,0.0,173.0,0.0,144
BCOR,0.0,29.0,0.0,3.0,35.0,14.0,1.0,0.0,1.0,328.0,47.0,0.0,0.0,148.0,6.0,0.0,36.0,17.0,0.0,559.0,0.0,441
BCORL1,0.0,32.0,0.0,4.0,56.0,3.0,3.0,0.0,8.0,317.0,22.0,0.0,0.0,154.0,6.0,1.0,69.0,5.0,0.0,532.0,0.0,431
BCORP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3
BCR,0.0,25.0,0.0,1.0,5.0,1.0,3.0,0.0,3.0,160.0,9.0,0.0,0.0,105.0,2.0,0.0,8.0,1.0,0.0,305.0,0.0,249
BCRP7,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,54.0,0.0,1.0,0.0,0.0,1.0,0.0,103.0,0.0,92
BCS1L,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,43.0,4.0,0.0,0.0,18.0,1.0,0.0,3.0,0.0,0.0,74.0,0.0,69
BDH1,0.0,4.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,54.0,3.0,1.0,0.0,22.0,1.0,1.0,4.0,0.0,0.0,96.0,0.0,86
BDH2,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,47
BDKRB1,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,76.0,9.0,0.0,0.0,49.0,0.0,0.0,1.0,2.0,0.0,137.0,0.0,114
BDKRB2,0.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,23.0,93.0,5.0,0.0,0.0,72.0,0.0,0.0,1.0,0.0,0.0,205.0,0.0,168
BDNF,0.0,21.0,0.0,6.0,2.0,1.0,0.0,0.0,57.0,59.0,3.0,0.0,0.0,30.0,0.0,0.0,12.0,5.0,0.0,162.0,0.0,148
BDP1,0.0,24.0,1.0,3.0,25.0,6.0,0.0,1.0,1.0,346.0,33.0,0.0,0.0,92.0,6.0,0.0,25.0,9.0,0.0,504.0,0.0,360
BEAN1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,24
BECN1,0.0,16.0,0.0,0.0,2.0,1.0,2.0,0.0,15.0,50.0,2.0,0.0,0.0,23.0,0.0,0.0,9.0,3.0,0.0,99.0,0.0,96
BEGAIN,0.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,62.0,4.0,0.0,0.0,38.0,0.0,0.0,3.0,0.0,0.0,115.0,0.0,105
BEND2,0.0,10.0,3.0,9.0,1.0,2.0,0.0,0.0,0.0,184.0,17.0,0.0,0.0,69.0,8.0,0.0,1.0,2.0,0.0,300.0,0.0,230
BEND3,1.0,27.0,0.0,0.0,23.0,5.0,0.0,0.0,1.0,122.0,4.0,0.0,0.0,85.0,1.0,1.0,25.0,5.0,0.0,240.0,0.0,221
BEND4,0.0,10.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,124.0,8.0,0.0,0.0,46.0,2.0,0.0,7.0,1.0,0.0,190.0,0.0,159
BEND5,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,74.0,4.0,1.0,0.0,24.0,0.0,0.0,2.0,2.0,0.0,104.0,0.0,90
BEND6,0.0,1.0,19.0,9.0,2.0,1.0,0.0,0.0,6.0,67.0,10.0,0.0,0.0,22.0,1.0,0.0,5.0,1.0,0.0,132.0,0.0,117
BEND7,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,84.0,4.0,0.0,0.0,41.0,1.0,0.0,4.0,1.0,0.0,156.0,0.0,129
BEST1,0.0,13.0,3.0,0.0,3.0,1.0,1.0,0.0,17.0,56.0,12.0,0.0,0.0,24.0,0.0,0.0,4.0,2.0,0.0,124.0,0.0,115
BEST2,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,74.0,4.0,0.0,0.0,36.0,7.0,0.0,2.0,0.0,0.0,127.0,0.0,116
BEST3,0.0,18.0,0.0,2.0,15.0,3.0,1.0,0.0,14.0,179.0,13.0,0.0,0.0,64.0,0.0,1.0,19.0,3.0,0.0,288.0,0.0,239
BEST4,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,47.0,6.0,0.0,0.0,17.0,2.0,0.0,1.0,2.0,0.0,72.0,0.0,64
